,MT_002,MT_004,MT_005,MT_006,MT_008
2012-06-25 11:00:00,32.00568990042675,110.77235772357724,26.524390243902424,192.70833333333326,299.66329966329977
2012-06-25 12:00:00,20.625889046941673,129.573170731707,30.1829268292683,215.02976190476198,317.3400673400678
2012-06-25 13:00:00,18.136557610241802,109.7560975609755,29.268292682926823,190.4761904761905,308.080808080808
2012-06-25 14:00:00,14.935988620199124,111.78861788617874,36.28048780487803,193.452380952381,290.40404040404053
2012-06-25 15:00:00,12.624466571834976,97.56097560975603,40.243902439024374,183.0357142857145,289.5622895622895
2012-06-25 16:00:00,14.402560455192024,75.20325203252035,42.0731707317073,203.8690476190475,305.55555555555577
2012-06-25 17:00:00,16.891891891891902,88.41463414634147,43.59756097560975,175.59523809523824,313.1313131313133
2012-06-25 18:00:00,22.0483641536273,87.39837398373982,42.3780487804878,177.827380952381,303.87205387205375
2012-06-25 19:00:00,25.7823613086771,113.31300813008126,46.951219512195124,209.077380952381,339.2255892255895
2012-06-25 20:00:00,30.4054054054054,119.41056910569125,42.3780487804878,208.33333333333326,322.3905723905725
2012-06-25 21:00:00,25.426742532005676,124.49186991869925,46.34146341463415,229.16666666666674,307.2390572390575
2012-06-25 22:00:00,19.38122332859175,138.719512195122,53.65853658536588,241.07142857142875,324.91582491582477
2012-06-25 23:00:00,18.492176386913226,122.96747967479675,56.402439024390276,226.93452380952374,303.0303030303028
2012-06-26 00:00:00,27.20483641536275,105.18292682926833,45.73170731707312,179.31547619047626,259.25925925925924
2012-06-26 01:00:00,22.4039829302987,87.90650406504062,41.7682926829268,137.64880952380923,240.74074074074076
2012-06-26 02:00:00,21.514935988620202,83.84146341463412,37.195121951219505,133.18452380952374,220.5387205387205
2012-06-26 03:00:00,21.3371266002845,83.33333333333333,31.707317073170724,118.3035714285715,167.5084175084175
2012-06-26 04:00:00,21.8705547652916,67.58130081300814,29.268292682926823,119.791666666667,199.4949494949495
2012-06-26 05:00:00,22.4039829302987,60.975609756097576,29.8780487804878,115.32738095238105,203.70370370370375
2012-06-26 06:00:00,24.893314366998574,55.89430894308945,21.951219512195124,113.83928571428568,187.710437710438
2012-06-26 07:00:00,37.16216216216215,79.26829268292683,26.524390243902424,162.9464285714285,223.905723905724
2012-06-26 08:00:00,39.651493598862004,94.0040650406505,30.792682926829276,191.22023809523824,234.848484848485
2012-06-26 09:00:00,39.1180654338549,110.2642276422765,32.92682926829268,208.33333333333326,294.61279461279446
2012-06-26 10:00:00,38.0512091038407,102.6422764227641,43.292682926829244,203.125,311.4478114478118
2012-06-26 11:00:00,35.73968705547652,79.26829268292683,44.2073170731707,201.63690476190476,310.6060606060605
2012-06-26 12:00:00,34.4950213371266,84.85772357723577,41.76829268292683,211.30952380952374,335.016835016835
2012-06-26 13:00:00,32.89473684210525,80.79268292682927,41.7682926829268,186.7559523809525,331.64983164983175
2012-06-26 14:00:00,32.71692745376958,89.9390243902439,42.0731707317073,212.79761904761875,329.124579124579
2012-06-26 15:00:00,28.271692745376974,78.76016260162599,44.512195121951194,204.6130952380955,332.4915824915825
2012-06-26 16:00:00,28.44950213371265,80.28455284552848,45.1219512195122,198.66071428571425,340.06734006734
2012-06-26 17:00:00,30.938833570412527,85.36585365853655,47.256097560975576,177.82738095238125,338.3838383838385
2012-06-26 18:00:00,36.45092460881935,85.36585365853668,52.13414634146343,182.29166666666674,335.85858585858574
2012-06-26 19:00:00,41.60739687055478,118.39430894308926,59.14634146341465,220.982142857143,356.902356902357
2012-06-26 20:00:00,45.163584637268855,118.90243902439025,50.609756097560975,251.48809523809524,328.28282828282823
2012-06-26 21:00:00,41.429587482219105,139.7357723577235,52.4390243902439,234.37500000000026,305.5555555555555
2012-06-26 22:00:00,36.27311522048365,148.37398373983723,64.63414634146343,247.7678571428575,331.6498316498315
2012-06-26 23:00:00,30.5832147937411,136.17886178861775,68.59756097560975,232.88690476190476,334.17508417508424
2012-06-27 00:00:00,28.805120910384076,104.6747967479674,57.9268292682927,168.15476190476198,278.6195286195285
2012-06-27 01:00:00,22.4039829302987,87.90650406504062,53.963414634146375,134.67261904761875,235.69023569023577
2012-06-27 02:00:00,21.1593172119488,83.84146341463412,48.78048780487802,134.67261904761875,233.16498316498325
2012-06-27 03:00:00,20.8036984352774,82.3170731707317,47.256097560975576,127.97619047619051,180.976430976431
2012-06-27 04:00:00,21.3371266002845,70.63008130081303,41.76829268292683,121.279761904762,223.90572390572373
2012-06-27 05:00:00,22.0483641536273,66.0569105691057,40.85365853658535,118.3035714285715,210.4377104377105
2012-06-27 06:00:00,24.537695590327175,58.94308943089435,32.0121951219512,114.58333333333317,192.76094276094275
2012-06-27 07:00:00,36.273115220483625,76.72764227642277,38.109756097560975,156.25,220.53872053872075
2012-06-27 08:00:00,39.4736842105263,95.02032520325207,35.975609756097555,187.5,235.6902356902355
2012-06-27 09:00:00,37.33997155049788,87.90650406504065,30.792682926829272,174.85119047619077,297.1380471380472
2012-06-27 10:00:00,34.49502133712657,80.79268292682929,32.62195121951218,180.059523809524,326.5993265993268
2012-06-27 11:00:00,32.539118065433854,85.8739837398374,41.15853658536585,186.75595238095224,314.8148148148148
2012-06-27 12:00:00,30.405405405405403,96.0365853658537,43.90243902439025,236.607142857143,347.64309764309775
2012-06-27 13:00:00,29.5163584637269,85.8739837398374,32.3170731707317,208.333333333333,318.18181818181824
2012-06-27 14:00:00,29.1607396870555,75.71138211382112,38.71951219512192,233.63095238095224,294.61279461279474
2012-06-27 15:00:00,27.382645803698423,72.66260162601625,41.15853658536585,226.19047619047626,305.5555555555555
2012-06-27 16:00:00,27.91607396870555,74.6951219512195,44.20731707317072,220.23809523809524,302.18855218855225
2012-06-27 17:00:00,30.2275960170697,81.30081300813008,46.03658536585365,204.61309523809524,297.97979797979804
2012-06-27 18:00:00,37.87339971550497,91.46341463414632,53.048780487804876,197.916666666667,313.131313131313
2012-06-27 19:00:00,40.5405405405405,109.75609756097549,51.52439024390245,223.95833333333326,322.3905723905725
2012-06-27 20:00:00,35.028449502133725,111.28048780487799,42.9878048780488,210.56547619047626,297.138047138047
2012-06-27 21:00:00,31.650071123755325,122.459349593496,41.76829268292683,188.98809523809524,292.08754208754203
2012-06-27 22:00:00,27.738264580369826,136.178861788618,51.829268292682926,217.26190476190476,294.612794612795
2012-06-27 23:00:00,32.00568990042673,126.5243902439025,57.9268292682927,214.28571428571425,299.66329966329977
2012-06-28 00:00:00,27.02702702702705,105.69105691056902,48.170731707317074,165.92261904761926,247.47474747474774
2012-06-28 01:00:00,22.226173541963,92.98780487804878,39.6341463414634,139.13690476190476,224.74747474747474
2012-06-28 02:00:00,20.9815078236131,83.84146341463415,36.28048780487805,127.232142857143,201.17845117845127
2012-06-28 03:00:00,20.8036984352774,74.18699186991867,33.84146341463415,122.767857142857,164.14141414141426
2012-06-28 04:00:00,21.3371266002845,67.0731707317073,31.707317073170724,120.5357142857145,201.17845117845127
2012-06-28 05:00:00,22.0483641536273,64.53252032520328,32.62195121951218,113.83928571428592,194.44444444444426
2012-06-28 06:00:00,23.64864864864865,57.41869918699187,24.390243902439025,115.32738095238105,193.60269360269376
2012-06-28 07:00:00,35.56187766714083,76.21951219512198,28.963414634146325,156.25000000000026,202.86195286195274
2012-06-28 08:00:00,39.1180654338549,90.4471544715447,25.914634146341477,172.61904761904773,229.79797979798
2012-06-28 09:00:00,36.09530583214792,87.39837398373982,25.914634146341474,168.8988095238095,270.20202020202
2012-06-28 10:00:00,33.783783783783804,69.6138211382114,34.4512195121951,193.45238095238074,294.6127946127945
2012-06-28 11:00:00,36.09530583214795,77.74390243902437,38.414634146341456,201.63690476190476,290.40404040404024
2012-06-28 12:00:00,17.9587482219061,82.3170731707317,36.28048780487805,206.845238095238,293.7710437710435
2012-06-28 13:00:00,14.93598862019915,83.84146341463415,35.670731707317074,179.31547619047626,281.986531986532
2012-06-28 14:00:00,13.3357041251778,67.07317073170735,39.9390243902439,190.47619047619025,286.19528619528626
2012-06-28 15:00:00,25.071123755334277,77.74390243902437,35.670731707317074,212.0535714285715,291.2457912457913
2012-06-28 16:00:00,26.8492176386913,77.23577235772358,38.71951219512192,168.89880952380975,265.15151515151524
2012-06-28 17:00:00,28.627311522048373,84.34959349593495,41.4634146341463,165.92261904761924,260.1010101010103
2012-06-28 18:00:00,34.139402560455174,82.31707317073167,39.9390243902439,145.08928571428575,268.5185185185185
2012-06-28 19:00:00,38.05120910384068,112.29674796747958,40.85365853658535,185.267857142857,287.87878787878753
2012-06-28 20:00:00,38.7624466571835,119.918699186992,37.19512195121953,207.5892857142855,277.7777777777777
2012-06-28 21:00:00,38.9402560455192,123.9837398373985,38.71951219512195,211.30952380952374,254.20875420875424
2012-06-28 22:00:00,35.20625889046943,137.1951219512195,57.01219512195122,240.327380952381,288.72053872053874
2012-06-28 23:00:00,28.982930298719776,113.31300813008124,51.21951219512195,211.30952380952374,268.5185185185187
2012-06-29 00:00:00,26.1379800853485,91.46341463414632,45.42682926829267,163.69047619047626,248.31649831649827
2012-06-29 01:00:00,22.226173541963,80.28455284552845,35.0609756097561,133.18452380952374,223.06397306397326
2012-06-29 02:00:00,20.9815078236131,70.630081300813,30.487804878048774,116.81547619047625,196.12794612794625
2012-06-29 03:00:00,20.8036984352774,67.07317073170735,28.658536585365876,111.607142857143,158.24915824915826
2012-06-29 04:00:00,21.5149359886202,61.99186991869917,28.35365853658535,109.37500000000026,202.02020202020202
2012-06-29 05:00:00,22.0483641536273,56.910569105691046,29.5731707317073,107.88690476190496,186.02693602693626
2012-06-29 06:00:00,23.826458036984377,54.369918699186975,20.1219512195122,113.09523809523813,173.4006734006735
2012-06-29 07:00:00,36.273115220483646,76.72764227642278,23.475609756097576,150.29761904761926,213.804713804714
2012-06-29 08:00:00,40.89615931721195,88.41463414634146,32.3170731707317,182.29166666666674,233.164983164983
2012-06-29 09:00:00,40.36273115220482,90.9552845528455,31.09756097560975,162.94642857142875,281.98653198653176
2012-06-29 10:00:00,38.9402560455192,86.3821138211382,34.756097560975626,157.738095238095,292.929292929293
2012-06-29 11:00:00,37.87339971550497,78.760162601626,34.4512195121951,204.61309523809524,273.5690235690235
2012-06-29 12:00:00,35.384068278805124,80.28455284552845,35.975609756097576,215.7738095238095,301.34680134680127
2012-06-29 13:00:00,33.6059743954481,81.80894308943087,30.182926829268276,171.87500000000026,295.4545454545455
2012-06-29 14:00:00,33.07254623044098,64.02439024390245,37.19512195121948,170.38690476190476,271.04377104377124
2012-06-29 15:00:00,31.827880512091028,81.30081300813006,30.792682926829276,171.1309523809525,281.14478114478123
2012-06-29 16:00:00,30.5832147937411,78.760162601626,34.756097560975604,160.71428571428575,272.72727272727275
2012-06-29 17:00:00,34.672830725462305,83.33333333333333,35.670731707317074,159.97023809523824,270.20202020202
2012-06-29 18:00:00,37.87339971550497,96.03658536585363,35.67073170731705,148.065476190476,297.1380471380472
2012-06-29 19:00:00,39.8293029871977,116.869918699187,40.85365853658537,166.66666666666674,316.4983164983165
2012-06-29 20:00:00,40.18492176386913,113.31300813008126,39.3292682926829,199.40476190476176,279.4612794612793
2012-06-29 21:00:00,39.1180654338549,134.1463414634145,36.890243902438996,181.54761904761875,276.936026936027
2012-06-29 22:00:00,32.18349928876245,141.260162601626,48.78048780487805,215.02976190476176,292.929292929293
2012-06-29 23:00:00,28.805120910384097,127.03252032520325,47.86585365853655,203.86904761904776,271.885521885522
2012-06-30 00:00:00,27.56045519203415,99.0853658536585,46.03658536585365,165.1785714285715,239.057239057239
2012-06-30 01:00:00,23.293029871977225,89.93902439024387,39.9390243902439,133.18452380952374,239.89898989898975
2012-06-30 02:00:00,21.8705547652916,80.79268292682926,31.402439024390247,121.27976190476176,214.64646464646475
2012-06-30 03:00:00,21.1593172119488,69.1056910569106,30.182926829268276,111.607142857143,207.070707070707
2012-06-30 04:00:00,21.692745376955898,62.5,27.134146341463424,105.65476190476176,174.24242424242425
2012-06-30 05:00:00,22.0483641536273,60.97560975609755,27.134146341463424,113.0952380952382,186.86868686868675
2012-06-30 06:00:00,24.537695590327175,52.337398373983724,21.646341463414625,100.44642857142865,172.5589225589225
2012-06-30 07:00:00,28.98293029871975,64.02439024390245,23.78048780487805,125.74404761904725,187.7104377104375
2012-06-30 08:00:00,33.96159317211952,86.890243902439,21.64634146341465,148.80952380952374,227.27272727272725
2012-06-30 09:00:00,38.0512091038407,88.92276422764228,20.4268292682927,189.73214285714275,276.93602693602674
2012-06-30 10:00:00,38.7624466571835,84.34959349593495,25.91463414634145,165.922619047619,265.15151515151524
2012-06-30 11:00:00,39.2958748221906,91.97154471544712,26.219512195121926,199.40476190476176,271.043771043771
2012-06-30 12:00:00,36.273115220483646,100.10162601626023,32.92682926829268,222.47023809523824,309.76430976430976
2012-06-30 13:00:00,37.162162162162176,89.43089430894305,31.402439024390226,196.42857142857125,265.15151515151524
2012-06-30 14:00:00,34.850640113798,80.79268292682926,39.329268292682926,187.5,267.6767676767675
2012-06-30 15:00:00,31.82788051209105,79.26829268292683,38.71951219512192,198.66071428571425,259.25925925925924
2012-06-30 16:00:00,30.761024182076802,95.02032520325201,33.84146341463415,189.73214285714275,248.31649831649824
2012-06-30 17:00:00,31.82788051209105,85.36585365853657,33.536585365853654,191.22023809523802,250.0
2012-06-30 18:00:00,35.20625889046943,84.34959349593498,33.23170731707315,176.339285714286,229.79797979798002
2012-06-30 19:00:00,38.762446657183474,99.59349593495944,35.975609756097555,166.66666666666674,252.52525252525277
2012-06-30 20:00:00,39.4736842105263,110.77235772357724,32.3170731707317,173.36309523809524,234.84848484848501
2012-06-30 21:00:00,37.162162162162176,120.4268292682925,39.6341463414634,159.970238095238,225.58922558922575
2012-06-30 22:00:00,30.40540540540538,127.54065040650426,49.390243902439025,190.4761904761905,246.6329966329965
2012-06-30 23:00:00,28.805120910384076,120.9349593495935,43.90243902439022,167.4107142857145,238.21548821548825
2012-07-01 00:00:00,30.761024182076802,100.10162601626035,40.85365853658535,164.434523809524,237.3737373737375
2012-07-01 01:00:00,23.1152204836415,85.36585365853658,35.0609756097561,158.482142857143,216.3299663299665
2012-07-01 02:00:00,21.8705547652916,74.1869918699187,32.01219512195122,142.11309523809524,191.919191919192
2012-07-01 03:00:00,21.3371266002845,66.0569105691057,28.35365853658535,115.32738095238099,144.78114478114475
2012-07-01 04:00:00,21.692745376955898,61.9918699186992,26.82926829268295,110.1190476190475,180.13468013468
2012-07-01 05:00:00,22.226173541963,59.95934959349592,26.524390243902452,107.1428571428572,180.976430976431
2012-07-01 06:00:00,24.359886201991475,44.715447154471505,18.90243902439025,96.72619047619052,164.14141414141426
2012-07-01 07:00:00,28.44950213371265,62.5,20.426829268292675,97.47023809523807,180.976430976431
2012-07-01 08:00:00,29.694167852062577,83.33333333333333,18.90243902439025,124.99999999999974,183.5016835016835
2012-07-01 09:00:00,36.09530583214795,86.890243902439,21.34146341463415,145.08928571428575,228.95622895622876
2012-07-01 10:00:00,38.2290184921764,93.4959349593495,28.35365853658535,147.3214285714285,248.31649831649827
2012-07-01 11:00:00,38.9402560455192,113.82113821138199,36.28048780487803,177.827380952381,249.15824915824925
2012-07-01 12:00:00,39.4736842105263,135.670731707317,30.79268292682925,168.15476190476198,260.94276094276097
2012-07-01 13:00:00,38.7624466571835,87.90650406504062,27.134146341463424,165.92261904761926,229.79797979797974
2012-07-01 14:00:00,37.33997155049788,77.23577235772358,27.743902439024403,157.738095238095,203.70370370370375
2012-07-01 15:00:00,32.36130867709815,77.7439024390244,24.390243902439025,156.24999999999977,190.23569023569024
2012-07-01 16:00:00,29.8719772403983,78.760162601626,26.524390243902424,151.78571428571425,184.34343434343424
2012-07-01 17:00:00,34.4950213371266,73.6788617886179,26.829268292682926,132.440476190476,201.17845117845124
2012-07-01 18:00:00,37.69559032716927,73.6788617886179,29.268292682926823,118.3035714285715,205.3872053872055
2012-07-01 19:00:00,39.8293029871977,79.77642276422765,35.3658536585366,142.11309523809524,243.26599326599325
2012-07-01 20:00:00,38.9402560455192,91.97154471544722,31.707317073170724,168.8988095238095,227.27272727272725
2012-07-01 21:00:00,36.09530583214792,117.88617886178875,38.10975609756095,168.15476190476176,246.6329966329965
2012-07-01 22:00:00,32.894736842105274,135.670731707317,44.51219512195117,201.6369047619045,267.6767676767678
2012-07-01 23:00:00,28.27169274537695,112.29674796747975,43.29268292682922,170.38690476190476,242.4242424242425
2012-07-02 00:00:00,27.73826458036985,93.49593495934968,42.98780487804878,146.577380952381,214.64646464646475
2012-07-02 01:00:00,22.7596017069701,83.84146341463412,32.0121951219512,126.48809523809551,192.7609427609425
2012-07-02 02:00:00,21.692745376955898,78.760162601626,27.1341463414634,110.119047619048,169.191919191919
2012-07-02 03:00:00,20.8036984352774,69.61382113821139,28.65853658536585,108.6309523809525,140.5723905723905
2012-07-02 04:00:00,21.3371266002845,64.53252032520328,26.829268292682926,109.375,180.13468013468025
2012-07-02 05:00:00,21.8705547652916,60.975609756097576,26.82926829268295,106.39880952380983,169.191919191919
2012-07-02 06:00:00,25.071123755334277,54.8780487804878,19.207317073170728,105.65476190476203,148.148148148148
2012-07-02 07:00:00,36.273115220483625,76.21951219512195,24.08536585365855,132.440476190476,167.50841750841775
2012-07-02 08:00:00,39.4736842105263,84.85772357723575,22.2560975609756,172.61904761904776,193.60269360269376
2012-07-02 09:00:00,37.16216216216215,82.31707317073172,22.8658536585366,175.59523809523824,223.90572390572402
2012-07-02 10:00:00,38.0512091038407,73.17073170731707,25.609756097560975,162.20238095238125,268.51851851851825
2012-07-02 11:00:00,38.4068278805121,78.2520325203252,31.40243902439025,175.59523809523824,286.19528619528626
2012-07-02 12:00:00,35.56187766714082,91.97154471544712,34.14634146341463,202.38095238095224,292.929292929293
2012-07-02 13:00:00,32.005689900426724,86.3821138211382,32.0121951219512,183.03571428571425,284.51178451178475
2012-07-02 14:00:00,32.00568990042675,66.5650406504065,35.0609756097561,174.107142857143,269.3602693602692
2012-07-02 15:00:00,30.5832147937411,73.67886178861788,33.84146341463413,156.25,251.68350168350173
2012-07-02 16:00:00,32.36130867709815,83.84146341463412,29.573170731707325,154.7619047619045,257.5757575757575
2012-07-02 17:00:00,32.18349928876243,84.34959349593493,28.65853658536585,151.78571428571425,268.5185185185187
2012-07-02 18:00:00,37.517780938833575,88.92276422764228,35.975609756097555,151.04166666666674,288.72053872053874
2012-07-02 19:00:00,40.1849217638691,109.75609756097575,42.0731707317073,200.14880952380952,295.4545454545455
2012-07-02 20:00:00,40.007112375533396,118.90243902439025,40.85365853658535,219.49404761904773,262.6262626262625
2012-07-02 21:00:00,39.2958748221906,138.21138211382126,42.98780487804875,218.00595238095227,285.3535353535355
2012-07-02 22:00:00,30.227596017069725,135.162601626016,56.70731707317075,226.190476190476,272.727272727273
2012-07-02 23:00:00,27.738264580369826,113.82113821138225,52.743902439024374,196.4285714285715,273.5690235690235
2012-07-03 00:00:00,25.248933143669976,83.84146341463412,40.243902439024374,171.13095238095275,243.26599326599325
2012-07-03 01:00:00,21.8705547652916,75.20325203252033,33.84146341463413,151.04166666666674,209.5959595959595
2012-07-03 02:00:00,21.1593172119488,70.1219512195122,29.8780487804878,120.5357142857145,190.23569023569024
2012-07-03 03:00:00,20.8036984352774,62.50000000000002,29.268292682926823,113.839285714286,189.3939393939395
2012-07-03 04:00:00,21.3371266002845,61.991869918699194,29.2682926829268,110.11904761904775,179.29292929292924
2012-07-03 05:00:00,21.8705547652916,59.95934959349595,28.353658536585375,110.11904761904775,191.07744107744077
2012-07-03 06:00:00,25.426742532005676,53.86178861788618,20.1219512195122,102.67857142857153,170.03367003366975
2012-07-03 07:00:00,37.51778093883355,81.30081300813009,25.914634146341477,147.3214285714285,177.6094276094275
2012-07-03 08:00:00,39.2958748221906,79.26829268292683,26.829268292682926,162.202380952381,220.5387205387205
2012-07-03 09:00:00,36.45092460881935,78.76016260162602,21.341463414634152,162.94642857142875,270.20202020202026
2012-07-03 10:00:00,35.73968705547655,78.76016260162602,22.2560975609756,171.875,285.3535353535352
2012-07-03 11:00:00,32.00568990042673,84.34959349593493,24.695121951219498,191.9642857142855,284.51178451178424
2012-07-03 12:00:00,34.3172119487909,86.89024390243902,27.4390243902439,209.07738095238076,297.1380471380472
2012-07-03 13:00:00,31.827880512091003,80.79268292682927,26.829268292682926,188.98809523809524,304.71380471380473
2012-07-03 14:00:00,29.516358463726853,73.17073170731705,32.0121951219512,191.220238095238,268.5185185185185
2012-07-03 15:00:00,27.56045519203415,70.63008130081303,37.80487804878048,176.3392857142855,273.5690235690235
2012-07-03 16:00:00,26.6714082503556,77.23577235772358,35.0609756097561,181.547619047619,270.2020202020202
2012-07-03 17:00:00,30.2275960170697,83.84146341463415,30.79268292682925,151.78571428571425,275.252525252525
2012-07-03 18:00:00,35.20625889046943,99.5934959349593,37.19512195121953,158.48214285714275,265.993265993266
2012-07-03 19:00:00,40.007112375533396,119.91869918699174,47.8658536585366,216.517857142857,310.6060606060605
2012-07-03 20:00:00,39.1180654338549,127.03252032520325,46.64634146341463,244.047619047619,269.3602693602695
2012-07-03 21:00:00,36.09530583214795,134.1463414634145,42.98780487804875,204.61309523809524,269.3602693602693
2012-07-03 22:00:00,27.91607396870555,130.081300813008,51.829268292682954,226.93452380952374,286.19528619528626
2012-07-03 23:00:00,26.671408250355626,100.60975609756103,49.390243902439025,199.40476190476176,280.30303030303025
2012-07-04 00:00:00,25.4267425320057,84.85772357723575,39.9390243902439,161.45833333333348,237.37373737373724
2012-07-04 01:00:00,21.6927453769559,75.71138211382114,30.1829268292683,146.577380952381,208.75420875420875
2012-07-04 02:00:00,21.1593172119488,68.08943089430895,28.65853658536585,119.79166666666674,180.13468013468025
2012-07-04 03:00:00,20.8036984352774,64.53252032520328,28.96341463414635,119.791666666667,186.026936026936
2012-07-04 04:00:00,21.1593172119488,61.99186991869917,28.353658536585375,106.3988095238095,165.824915824916
2012-07-04 05:00:00,22.226173541963,60.46747967479678,27.743902439024374,110.1190476190477,174.24242424242425
2012-07-04 06:00:00,26.315789473684177,58.9430894308943,19.817073170731724,105.65476190476177,163.29966329966325
2012-07-04 07:00:00,36.98435277382645,83.84146341463415,21.951219512195124,158.482142857143,183.5016835016835
2012-07-04 08:00:00,38.7624466571835,86.3821138211382,20.426829268292675,162.20238095238102,208.75420875420875
2012-07-04 09:00:00,34.85064011379802,89.43089430894307,26.524390243902424,167.41071428571425,268.5185185185185
2012-07-04 10:00:00,29.3385490753912,81.30081300813008,30.487804878048774,159.97023809523824,276.0942760942762
2012-07-04 11:00:00,33.428165007112376,71.13821138211385,30.487804878048774,174.85119047619048,304.7138047138045
2012-07-04 12:00:00,31.116642958748226,77.23577235772355,27.7439024390244,209.82142857142875,301.34680134680127
2012-07-04 13:00:00,29.516358463726903,72.66260162601628,25.304878048780502,177.82738095238125,287.87878787878776
2012-07-04 14:00:00,29.5163584637269,61.483739837398375,28.96341463414635,177.82738095238125,262.62626262626276
2012-07-04 15:00:00,27.382645803698452,81.80894308943087,31.402439024390247,177.82738095238074,268.5185185185185
2012-07-04 16:00:00,26.137980085348502,74.69512195121953,31.402439024390247,167.41071428571425,254.2087542087545
2012-07-04 17:00:00,29.338549075391175,84.85772357723575,35.0609756097561,154.76190476190476,257.57575757575773
2012-07-04 18:00:00,35.20625889046943,90.95528455284554,31.7073170731707,160.71428571428575,281.98653198653227
2012-07-04 19:00:00,38.4068278805121,112.29674796747975,42.3780487804878,212.0535714285715,329.12457912457927
2012-07-04 20:00:00,38.9402560455192,124.49186991869925,43.902439024390226,218.00595238095224,310.60606060606074
2012-07-04 21:00:00,38.406827880512076,133.638211382114,42.98780487804875,194.94047619047626,288.72053872053874
2012-07-04 22:00:00,30.227596017069676,144.30894308943076,50.91463414634148,221.7261904761905,301.3468013468015
2012-07-04 23:00:00,27.027027027027025,111.78861788617874,44.817073170731675,203.125,289.5622895622897
2012-07-05 00:00:00,25.24893314367,87.90650406504062,37.80487804878048,154.76190476190476,245.7912457912455
2012-07-05 01:00:00,22.226173541963,79.26829268292683,34.14634146341463,148.80952380952374,210.43771043771025
2012-07-05 02:00:00,20.8036984352774,64.53252032520325,28.048780487804848,117.55952380952425,186.02693602693626
2012-07-05 03:00:00,20.8036984352774,64.02439024390245,28.048780487804876,117.559523809524,160.77441077441074
2012-07-05 04:00:00,21.3371266002845,62.50000000000002,28.35365853658535,104.9107142857145,200.33670033670052
2012-07-05 05:00:00,22.4039829302987,58.43495934959353,27.7439024390244,107.88690476190493,191.077441077441
2012-07-05 06:00:00,26.315789473684198,53.35365853658537,19.207317073170728,104.91071428571438,172.55892255892275
2012-07-05 07:00:00,36.45092460881935,77.74390243902437,21.951219512195124,147.32142857142875,186.868686868687
2012-07-05 08:00:00,38.0512091038407,75.20325203252033,22.8658536585366,162.202380952381,202.861952861953
2012-07-05 09:00:00,35.384068278805096,86.89024390243902,25.91463414634145,168.89880952380975,254.208754208754
2012-07-05 10:00:00,32.89473684210525,70.12195121951223,34.14634146341463,174.107142857143,279.46127946127973
2012-07-05 11:00:00,31.116642958748226,73.1707317073171,32.6219512195122,191.22023809523824,288.72053872053846
2012-07-05 12:00:00,30.049786628734,79.2682926829268,33.536585365853675,209.077380952381,269.3602693602695
2012-07-05 13:00:00,30.2275960170697,75.20325203252035,34.14634146341463,176.3392857142855,269.3602693602692
2012-07-05 14:00:00,39.2958748221906,67.0731707317073,37.80487804878047,172.619047619048,275.25252525252523
2012-07-05 15:00:00,28.805120910384076,69.61382113821139,33.84146341463415,166.6666666666665,263.4680134680133
2012-07-05 16:00:00,42.31863442389758,77.23577235772358,32.92682926829268,159.97023809523802,265.9932659932663
2012-07-05 17:00:00,30.5832147937411,81.8089430894309,39.6341463414634,145.0892857142855,246.63299663299625
2012-07-05 18:00:00,35.73968705547652,87.90650406504065,43.29268292682925,166.66666666666674,245.7912457912455
2012-07-05 19:00:00,38.7624466571835,107.2154471544714,43.597560975609724,200.89285714285725,267.6767676767677
2012-07-05 20:00:00,38.5846372688478,121.95121951219525,47.256097560975576,208.33333333333348,291.2457912457912
2012-07-05 21:00:00,36.62873399715505,132.11382113821125,41.463414634146325,209.07738095238076,265.15151515151524
2012-07-05 22:00:00,29.694167852062577,130.589430894309,51.829268292682926,240.32738095238102,272.7272727272725
2012-07-05 23:00:00,28.44950213371265,109.24796747967495,46.03658536585365,201.63690476190476,271.8855218855217
2012-07-06 00:00:00,25.6045519203414,90.9552845528455,37.5,163.69047619047626,250.00000000000026
2012-07-06 01:00:00,22.937411095305798,83.84146341463412,33.23170731707315,131.6964285714285,216.3299663299665
2012-07-06 02:00:00,21.5149359886202,73.17073170731707,30.1829268292683,110.86309523809524,199.4949494949495
2012-07-06 03:00:00,20.9815078236131,67.58130081300814,28.65853658536585,108.6309523809525,196.12794612794625
2012-07-06 04:00:00,21.5149359886202,60.46747967479675,28.048780487804876,104.1666666666668,171.71717171717177
2012-07-06 05:00:00,22.581792318634424,56.910569105691074,27.4390243902439,108.63095238095268,179.29292929292927
2012-07-06 06:00:00,26.1379800853485,52.84552845528455,20.426829268292675,104.91071428571428,159.93265993265976
2012-07-06 07:00:00,36.80654338549075,75.71138211382112,20.731707317073177,142.85714285714275,194.44444444444426
2012-07-06 08:00:00,39.4736842105263,84.34959349593493,26.8292682926829,171.1309523809525,226.4309764309765
2012-07-06 09:00:00,35.384068278805124,94.5121951219512,27.743902439024374,195.6845238095235,276.936026936027
2012-07-06 10:00:00,32.894736842105246,77.23577235772358,31.7073170731707,179.31547619047626,292.08754208754203
2012-07-06 11:00:00,36.273115220483625,90.95528455284553,34.451219512195124,194.940476190476,298.821548821549
2012-07-06 12:00:00,31.472261735419625,88.92276422764225,35.0609756097561,219.4940476190475,314.8148148148148
